iso3,year,e_prev_100k,e_prev_100k_lo,e_prev_100k_hi,e_inc_num,e_inc_num_lo,e_inc_num_hi,c_cdr,c_cdr_lo,c_cdr_hi,e_tbhiv_prct,e_tbhiv_prct_lo,e_tbhiv_prct_hi
SGP,2003,29.01955543842334,24.298637659039866,34.54923139305116,1800,1600,2100,87,75,100,7.6000000000000005,3,14
SGP,2004,28.12308251559648,23.460785003928663,33.50776408411555,1600,1400,1900,87,75,100,6.9,2.7,13
SGP,2005,27.421147820000122,22.77296437223092,32.81168253398652,1600,1400,1800,87,75,100,5.9,2.3000000000000003,11
SGP,2006,26.80184210929748,22.275701463483248,32.03833728491262,1500,1300,1800,87,75,100,5,1.9000000000000001,9.5
SGP,2007,26.090646086826457,21.749082406440337,31.155636395824903,1600,1300,1800,87,75,100,4.3,1.6,8.1
SGP,2008,25.400972510717562,21.214719557267603,30.352704108650418,1800,1500,2100,87,75,100,4.1000000000000005,1.5,7.7
SGP,2009,24.955275330421514,20.900963625498946,29.80463263152013,1800,1500,2000,87,75,100,4.6000000000000005,3.6,5.800000000000001
SGP,2010,24.476740792598566,20.49893788227827,29.398890033874473,1800,1500,2100,87,75,100,4.2,3.3000000000000003,5.300000000000001
SGP,2011,23.98534436961105,20.06780883130348,28.62500830655112,1900,1600,2200,87,75,100,4.6000000000000005,3.6,5.7
SGP,2012,23.584873671263605,19.666625443348178,28.20985140933673,2600,2300,3100,87,75,100,2.4000000000000004,1.8,3.1
SGP,2013,23.163646945570136,19.33276032576988,27.753365454735146,2500,2100,2900,87,75,100,2.8000000000000003,2.2,3.6
SGP,2014,22.685978846003234,18.945734607235263,27.292982000725868,2500,2100,2900,87,75,100,2.7,2.1,3.5
SGP,2015,22.14231191342544,18.41091723977279,26.59169087381159,2500,2100,2900,87,75,100,1.8,1.3,2.4000000000000004
SGP,2016,21.178974279769164,17.681130476902272,25.50705238183535,2800,2400,3300,87,75,100,1.6,1.1,2.1
SGP,2017,20.565313341688615,17.12853016312724,24.831847812759012,2700,2300,3100,87,75,100,1.5,1,2
SGP,2018,20.49619208017461,16.956183874391826,24.664772307124938,2700,2300,3100,87,75,100,1.3,0.86,1.8
SGP,2019,20.530931116376276,16.965229401436392,24.898801124371015,2400,2100,2800,87,75,100,1.9000000000000001,1.4000000000000001,2.6
SLB,1990,112.4752823025723,97.95992277369922,128.68752858865685,970,610,1400,39,27,63,NA,NA,NA
SLB,1991,111.13841911899831,96.45256771746521,127.48374880111497,950,630,1300,32,23,49,NA,NA,NA
SLB,1992,109.91097657156074,95.14556699894975,126.7100876552783,930,650,1300,39,29,56,NA,NA,NA
SLB,1993,108.8552196916368,93.90722357942654,125.96886999856228,910,670,1200,41,31,55,NA,NA,NA
SLB,1994,108.02844040628568,92.76397708781965,125.66379687556486,880,690,1100,38,30,48,NA,NA,NA
SLB,1995,107.50433789009368,91.82051579417512,125.53557363667862,860,710,1000,41,34,50,NA,NA,NA
SLB,1996,107.02722227830279,91.62436095005697,124.84874043263972,840,690,1000,36,30,43,NA,NA,NA
SLB,1997,106.44088051901934,91.4813909431327,123.97980022930807,820,670,980,39,32,47,NA,NA,NA
SLB,1998,105.94261894374557,91.3950002718393,123.39197444656253,800,660,960,37,31,45,NA,NA,NA
SLB,1999,105.73548405568907,91.24693288503391,123.27609864905321,780,640,930,37,31,45,NA,NA,NA
SLB,2000,106.02507380450695,91.30196339771656,123.44109407957515,380,290,480,80,63,100,NA,NA,NA
SLB,2001,107.07257606917462,92.44594162411921,124.76697299534807,370,280,460,80,63,100,NA,NA,NA
SLB,2002,108.73539875031743,94.0068404082392,126.4124173278489,320,250,400,80,63,100,NA,NA,NA
SLB,2003,110.59365752428148,95.40154686373423,128.11156036545094,370,280,460,80,63,100,NA,NA,NA
SLB,2004,112.23029991665798,97.01661617356649,130.07808560120148,430,330,540,80,63,100,NA,NA,NA
SLB,2005,113.21631499925344,97.63325904228792,131.40494163242505,500,380,630,80,63,100,NA,NA,NA
SLB,2006,113.61297019534031,98.05005201485451,132.1660391315374,460,360,590,80,63,100,NA,NA,NA
SLB,2007,113.81326065687122,98.07757669758061,132.52183869836463,500,380,630,80,63,100,NA,NA,NA
SLB,2008,113.87494801044822,98.25232681207748,132.1020061401871,480,370,610,80,63,100,NA,NA,NA
SLB,2009,113.85211367725627,98.31603318710725,131.54425951948593,460,350,580,80,63,100,NA,NA,NA
SLB,2010,113.78904251495683,97.94975751764267,131.51624771565642,420,320,530,80,63,100,NA,NA,NA
SLB,2011,112.9535687818692,98.0003973104034,130.3333314229899,500,380,630,80,63,100,NA,NA,NA
SLB,2012,110.91033338613472,96.44485928187272,127.47636535625628,450,350,570,80,63,100,NA,NA,NA
SLB,2013,108.2292761491251,94.13942234826959,124.1499036232956,450,340,570,80,63,100,NA,NA,NA
SLB,2014,105.48672985622349,91.54200552305673,121.50918316992278,430,330,550,80,63,100,NA,NA,NA
SLB,2015,103.26323419174201,89.40335736374082,119.20917051558791,520,400,660,80,63,100,NA,NA,NA
SLB,2016,101.06039775547208,88.21960085903382,115.53712721465973,500,380,640,80,63,100,NA,NA,NA
SLB,2017,99.83738197866738,87.41245511804357,114.28671673155301,470,360,590,80,63,100,NA,NA,NA
SLB,2018,100.50208666431755,87.80847070998506,114.23359026682662,480,370,610,80,63,100,NA,NA,NA
SLB,2019,102.38149455274032,88.30955678982505,117.06045275369826,440,340,560,80,63,100,NA,NA,NA
SLE,1990,539.2278723374047,471.1785054158679,613.4451839105593,9900,8100,12000,6.4,5.300000000000001,7.800000000000001,0.1,0.09,0.13
SLE,1991,536.3666857100535,470.4132006275344,611.7475794946979,10000,8600,12000,15,13,17,0.2,0.16,0.24
SLE,1992,532.4256903278364,467.320385576738,606.4833144575576,10000,8900,12000,16,14,19,0.37,0.30000000000000004,0.44
SLE,1993,528.6348231236345,464.6849451646969,600.5730234312521,10000,9200,12000,26,23,29,0.65,0.53,0.78
SLE,1994,526.2311158657378,462.0665513891678,597.130306493706,11000,9400,12000,24,21,27,1.1,0.86,1.3
SLE,1995,523.5896200045228,458.4966402464833,599.5347209616045,11000,9400,12000,18,16,21,1.7000000000000002,1.3,2
SLE,1996,523.505112894374,459.15665781984484,599.8157912914554,11000,9500,13000,29,26,34,2.4000000000000004,2,2.9000000000000004
SLE,1997,525.865951763596,459.6126972024746,603.6181648656847,11000,9600,13000,28,24,33,3.3000000000000003,2.7,4
SLE,1998,527.4429627620023,460.16973538759225,607.1614133474629,12000,9800,13000,28,25,33,4.3,3.5,5.2
SLE,1999,527.6990531881584,457.0547934028335,612.7324895129591,12000,10000,14000,NA,NA,NA,5.4,4.4,6.5
SLE,2000,525.0886322067206,451.83667773538616,614.1474514954903,14000,8900,20000,27,19,42,31,15,51
SLE,2001,519.5663390941152,446.53752801321536,607.1975732335967,15000,9500,22000,31,21,49,27,13,45
SLE,2002,511.9672979360862,439.426230322984,598.1773811860866,16000,10000,23000,30,21,48,25,11,42
SLE,2003,503.2763796383113,429.0840283752419,590.6525533660587,17000,11000,24000,32,22,50,23,10,39
SLE,2004,494.63431633425597,421.2758943231288,583.0835030743801,17000,11000,25000,33,22,52,22,9.8,38
SLE,2005,487.2503528318,410.48030271339815,577.546294990457,18000,11000,26000,38,26,60,11,8.8,13
SLE,2006,481.25589017144284,406.6666127444935,570.6148488177892,18000,11000,27000,44,30,70,24,11,40
SLE,2007,475.4426897629255,400.9731019012354,565.3824453745789,19000,12000,28000,50,34,80,11,8.8,13
SLE,2008,469.4292205116656,395.19021118980845,561.9483042701661,19000,12000,28000,56,38,89,11,8.8,13
SLE,2009,462.70462273240923,388.44458766114235,558.179886714822,20000,12000,29000,58,40,93,11,11,12
SLE,2010,455.50031524859304,380.6656295920896,552.9434599951741,20000,15000,27000,63,47,89,10,9.5,11
SLE,2011,444.08488364031655,372.79276822952545,537.7447467970846,21000,15000,28000,61,45,88,8.9,8.4,9.4
SLE,2012,427.7414978340644,360.07693934383474,516.5744076419867,21000,15000,29000,61,45,87,12,11,12
SLE,2013,409.54994816348585,343.5370710146552,494.5456579101041,22000,14000,32000,55,38,88,13,12,13
SLE,2014,392.17831445632635,328.72970756149454,475.59805072678176,22000,14000,32000,56,39,89,12,11,12
SLE,2015,379.0106642557777,316.6823917177325,461.3736953917685,22000,14000,32000,53,37,83,14,13,14
SLE,2016,368.9042160166748,307.8700766663291,445.71356679048307,23000,14000,33000,62,43,98,14,13,15
SLE,2017,358.90787295804387,298.53163441108484,433.93244581761377,23000,15000,33000,69,48,110,12,12,13
SLE,2018,347.40110536625093,289.5354373940594,420.4990176672628,23000,15000,34000,73,51,110,13,12,13
SLE,2019,333.96682231829743,277.1365030865246,407.9213078777217,24000,15000,34000,75,52,120,13,13,14
SLV,1990,51.024381530419234,44.90416038115555,58.187346992262576,2800,2700,3000,84,79,89,2.6,2.4000000000000004,2.8000000000000003
SLV,1991,49.697645388957575,43.6895884113428,57.00613321128094,3000,2900,3100,77,73,81,2.9000000000000004,2.7,3.2
SLV,1992,48.277846699181424,42.323734874923005,55.87248912607746,3100,3000,3200,80,77,84,3.3000000000000003,3.1,3.6
SLV,1993,46.77934275202479,40.85935318641819,54.56177587281237,3100,3000,3300,110,100,110,3.8000000000000003,3.5,4.1000000000000005
SLV,1994,45.242678731009455,39.14710262171168,53.33446180604443,3000,2900,3200,130,120,130,4.2,3.9000000000000004,4.6000000000000005
SLV,1995,43.71192552540663,37.296542807813424,52.44164741244763,2900,2700,3000,84,80,88,4.7,4.3,5.1000000000000005
SLV,1996,41.86143841933074,35.63174559360235,50.06440555056958,2600,2500,2800,64,61,67,5.2,4.800000000000001,5.7
SLV,1997,39.56725493022327,33.60921008225408,47.66547476441547,2400,2200,2500,71,67,74,5.800000000000001,5.300000000000001,6.300000000000001
SLV,1998,37.15071371412823,31.25218958843719,45.497023540008215,2100,2000,2100,83,79,87,6.300000000000001,5.800000000000001,6.800000000000001
SLV,1999,34.97003086251116,29.116001545944098,43.290605514186744,1800,1700,1900,90,87,95,6.800000000000001,6.2,7.4
SLV,2000,33.386585821926886,27.509579029846304,41.85807415681255,1900,1600,2100,79,69,91,7.9,3.1,15
SLV,2001,32.26086432148448,26.497926419189657,40.23746010465064,1800,1600,2100,79,70,91,7,2.7,13
SLV,2002,31.237488296378444,25.7418002502581,39.000562421367206,2000,1700,2200,79,69,92,6.5,2.5,12
SLV,2003,30.313817094066142,24.95756006002548,37.68201495673313,1700,1500,2000,80,71,90,9.4,7.9,11
SLV,2004,29.506661192825035,24.309886883330567,36.61850260372002,1800,1500,2000,80,71,91,7.4,6.1000000000000005,8.9
SLV,2005,28.839646383789617,23.80183302853994,35.941010466881004,2200,1900,2600,80,69,95,12,11,14
SLV,2006,28.263363443945487,23.447630479830647,35.07515508019727,2000,1800,2300,81,70,94,11,9.3,12
SLV,2007,27.74665153655409,23.145015158099433,34.129064610261494,2100,1800,2400,81,70,94,13,12,15
SLV,2008,27.296469527653,22.759263674686036,33.350574285180954,2100,1800,2500,81,70,95,12,10,13
SLV,2009,26.920314474763977,22.406990918732628,32.90767680136681,2100,1800,2400,81,70,94,12,11,14
SLV,2010,26.63391182018238,22.077132995343344,32.56290241005571,2100,1800,2400,81,70,94,11,9.3,12
SLV,2011,26.32287581709712,21.953475088382504,32.08841848584147,2300,2000,2700,81,69,96,10,9,12
SLV,2012,25.89065944143798,21.64697406234249,31.45666808098322,2500,2100,3000,81,68,97,11,9.200000000000001,12
SLV,2013,25.384857697827414,21.35699206027842,30.753630749856885,2700,2200,3200,81,68,99,9.5,8.3,11
SLV,2014,24.843264493549675,20.92275625422779,29.945229000939378,2700,2200,3300,81,68,99,9.3,8.1,11
SLV,2015,24.31919834333325,20.42812621249668,29.3735897977363,3000,2400,3700,81,67,100,7.7,6.6000000000000005,8.8
SLV,2016,23.496756513389546,19.786823354881403,28.37259930302758,3700,2800,4700,81,64,110,6.800000000000001,5.9,7.7
SLV,2017,22.89643269393919,19.217150827349236,27.624414274537763,4500,3200,6000,82,61,110,4.7,4,5.4
SLV,2018,22.837792891393608,19.310314024297682,27.559883174925723,4400,3200,5800,82,62,110,5.800000000000001,5.1000000000000005,6.6000000000000005
SLV,2019,22.97013390172529,19.217032537787944,28.034219673664655,3700,2800,4600,82,65,110,6.4,5.5,7.300000000000001
SMR,1990,13.349542495924736,11.128520202933414,16.0484522579557,1.8,1.6,2.1,54,48,62,NA,NA,NA
SMR,1991,13.105959986101169,10.894915683963848,15.714791177696693,1.8,1.6,2.1,54,48,62,NA,NA,NA
SMR,1992,12.85203466345576,10.6932567693142,15.37617236361417,1.8,1.6,2,NA,NA,NA,NA,NA,NA
SMR,1993,12.592655377271159,10.521675350346934,15.108047756123359,1.7000000000000002,1.5,1.9000000000000001,170,150,200,NA,NA,NA
SMR,1994,12.331478800735376,10.29502569422146,14.841000136430429,1.6,1.4000000000000001,1.8,130,110,140,NA,NA,NA
SMR,1995,12.07232165727029,10.067484869541525,14.56134306357026,1.4000000000000001,1.3,1.6,140,120,160,NA,NA,NA
SMR,1996,11.798223388526877,9.890795014975808,14.204998857437426,1.3,1.1,1.4000000000000001,0,0,0,NA,NA,NA
SMR,1997,11.488323940759104,9.616571041364299,13.835178012745448,1,0.9,1.2000000000000002,97,86,110,NA,NA,NA
SMR,1998,11.163865137995737,9.3185781666789,13.504506523846162,0.71,0.62,0.8,0,0,0,NA,NA,NA
SMR,1999,10.848712918359462,9.038445627145384,13.1413876379043,0.47000000000000003,0.41000000000000003,0.53,0,0,0,NA,NA,NA
SMR,2000,10.568975566142818,8.80583555810234,12.838716480698052,1,1,1,87,75,100,NA,NA,NA
SMR,2001,10.30780531079683,8.602699018680926,12.528550150793071,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2002,10.042835113234592,8.396843389601107,12.173479026924293,1,1,1,87,75,100,NA,NA,NA
SMR,2003,9.781021473218045,8.184236374331672,11.797523810865561,1,1,1,87,75,100,NA,NA,NA
SMR,2004,9.528509413714845,7.977041132012159,11.520096242730585,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2005,9.291426273933117,7.746941514876915,11.28354027399169,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2006,9.069286901790099,7.575959051127088,10.992639957021733,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2007,8.847766873754686,7.3837229666726465,10.744811797840642,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2008,8.62860871165146,7.195475592912139,10.533305487326192,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2009,8.41260925090574,7.014004128274994,10.360221719888555,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2010,8.200394276000546,6.822073249483422,10.145668797083374,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2011,7.953678180328526,6.60430245366852,9.760818506602126,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2012,7.664686148275032,6.363591016687723,9.356576699851663,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2013,7.362921082556736,6.135244492018168,8.932104169286044,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2014,7.076060921916872,5.911115640495162,8.573285220571712,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2015,6.830430721632258,5.702920361205107,8.213923093275286,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2016,6.547790620472356,5.502398681194472,7.874032275409487,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2017,6.377700574971445,5.360990315592144,7.689204319459384,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2018,6.416021031191807,5.408243404285848,7.768116438932155,0,0,0,NA,NA,NA,NA,NA,NA
SMR,2019,6.589989700287411,5.534819725550015,7.998636418447484,0,0,0,NA,NA,NA,NA,NA,NA
SOM,1990,608.8211740371735,518.5121052318555,710.383897381018,18000,15000,22000,NA,NA,NA,1.2000000000000002,1,1.5
SOM,1991,625.8173332611012,535.9920430391502,730.1601842139628,18000,15000,21000,NA,NA,NA,1.8,1.5,2.2
SOM,1992,640.4097241513472,545.4163601441525,748.4343483733628,18000,16000,20000,NA,NA,NA,2.5,2,3
SOM,1993,653.6928406038543,554.7406228426082,765.9446534092435,18000,16000,20000,NA,NA,NA,3.3000000000000003,2.7,4
SOM,1994,664.0372710854059,560.7375770950715,781.7908849144558,18000,17000,19000,11,10,12,4.2,3.4000000000000004,5.1000000000000005
SOM,1995,669.9630672673667,562.9334635983898,799.3752796966139,18000,17000,20000,14,13,15,5.1000000000000005,4.1000000000000005,6.1000000000000005
SOM,1996,671.2419803675465,562.4396769420181,804.2186897378083,19000,17000,20000,21,20,23,6,4.9,7.2
SOM,1997,669.0910495242654,554.9418445552922,812.9471818565369,19000,18000,20000,23,22,25,6.800000000000001,5.5,8.200000000000001
SOM,1998,665.1799560387389,546.3894885628695,822.773949652417,20000,18000,21000,22,20,24,7.5,6.1000000000000005,9
SOM,1999,660.8064860726973,536.5872528603235,831.450428392092,20000,19000,22000,24,22,26,8.1,6.6000000000000005,9.700000000000001
SOM,2000,657.7967478976736,527.2246762866629,827.9223755856257,25000,15000,37000,23,15,37,5.300000000000001,2,10
SOM,2001,656.8036143652855,525.7139645952437,819.5682912747754,26000,16000,38000,26,18,43,4.6000000000000005,1.7000000000000002,8.8
SOM,2002,656.1889687082938,524.2476874285917,818.8246346560438,27000,16000,40000,28,19,45,4.2,1.6,8
SOM,2003,655.131984530417,525.5751975170941,814.5935120806884,28000,17000,41000,33,23,54,3.9000000000000004,1.5,7.5
SOM,2004,653.2058689099604,520.1719473245859,811.7325585838939,29000,18000,43000,41,28,66,3.8000000000000003,1.4000000000000001,7.2
SOM,2005,650.0644828018711,517.9974304766309,813.1341423871739,30000,18000,44000,43,29,70,3.9000000000000004,1.5,7.4
SOM,2006,640.670150887164,515.2497137646786,790.7218633317848,31000,19000,45000,39,26,63,4.1000000000000005,1.5,7.7
SOM,2007,623.6749318928282,507.33949431619624,763.073269014381,32000,19000,47000,35,24,57,4.2,1.6,7.9
SOM,2008,604.3903737291174,496.08720263904013,733.2411276894316,33000,20000,48000,38,26,62,4,1.5,7.6000000000000005
SOM,2009,587.7170111865402,484.29255181200523,706.8124381947372,34000,21000,50000,33,22,54,3.7,1.4000000000000001,7.1000000000000005
SOM,2010,578.864683056879,476.31943098040824,694.4245828659385,34000,21000,51000,29,20,48,3.1,2.5,3.7
SOM,2011,579.8794633032662,476.984571202475,690.276764873494,35000,21000,52000,33,23,54,3.2,1.2000000000000002,6.1000000000000005
SOM,2012,586.5034408426878,483.97819646217727,696.6660206951705,36000,22000,53000,34,23,55,3.1,2.5,3.7
SOM,2013,595.2796293279807,490.7735365798697,713.2209486296531,37000,23000,54000,36,24,58,2.6,0.98,5.1000000000000005
SOM,2014,603.4230754394592,494.41887688894974,735.4415590723546,36000,23000,53000,35,24,56,2.3000000000000003,0.84,4.4
SOM,2015,608.0228535148104,490.0969868236615,758.9211382055067,38000,24000,55000,37,25,59,1.7000000000000002,1.5,1.9000000000000001
SOM,2016,611.3770871928782,487.6058281510303,766.4945333747991,39000,24000,56000,37,25,58,1.5,1.3,1.7000000000000002
SOM,2017,609.1127897821949,478.9761124602485,782.9123231090082,40000,25000,57000,42,29,65,1.1,0.92,1.2000000000000002
SOM,2018,582.0648166107545,458.71054326526007,747.4549208942042,40000,26000,58000,41,29,64,1.2000000000000002,1,1.4000000000000001
SOM,2019,529.3426202475966,410.19495257408823,695.6377843018544,41000,27000,59000,41,29,63,0.91,0.77,1.1
SRB,1990,40.14839689474445,34.69227998821907,46.63360925769353,6900,4900,9200,61,46,85,NA,NA,NA
SRB,1991,39.59183536409455,34.085638942784165,46.20149037256342,6900,5200,8800,66,51,87,NA,NA,NA
SRB,1992,39.148399647741435,33.47526994445784,45.834926895367246,7000,5100,9100,54,42,74,NA,NA,NA
SRB,1993,38.78196220180006,33.07848249722869,45.51010995291649,6900,5300,8700,55,44,72,NA,NA,NA
SRB,1994,38.438165563328354,32.740319930353934,45.21989480961645,6800,5500,8200,53,44,66,NA,NA,NA
SRB,1995,38.21313025671293,32.43195399554155,45.027855299915075,6400,5400,7500,43,37,51,NA,NA,NA
SRB,1996,37.98553543249298,32.316845018343564,44.755821950777175,6300,5300,7400,64,55,76,NA,NA,NA
SRB,1997,37.88825206414221,32.32723739061543,44.68430876496828,6100,5200,7200,66,56,78,NA,NA,NA
SRB,1998,37.784379299525206,32.31629325294828,44.62354977911255,5900,5000,6900,51,44,61,NA,NA,NA
SRB,1999,37.17489130619763,31.769536232707733,43.877510583386886,5300,4400,6100,50,43,60,NA,NA,NA
SRB,2000,36.51137416715092,31.196341686840526,43.39481918046967,2800,1800,4000,100,72,160,NA,NA,NA
SRB,2001,35.939521796669474,30.628416458691827,42.610808507723895,4500,2900,6400,100,71,160,NA,NA,NA
SRB,2002,35.04109421129621,29.927632282468853,41.34280363000002,4200,2700,6000,100,71,160,NA,NA,NA
SRB,2003,33.92682586192054,28.968532687981735,39.797041947979366,4600,3000,6600,100,71,160,NA,NA,NA
SRB,2004,32.84726561512456,28.050880396162736,38.67067312574264,3600,2300,5200,100,71,160,NA,NA,NA
SRB,2005,31.90972698355805,27.165940039011414,37.75287236907357,3100,2000,4600,100,70,160,0.17,0.09,0.26
SRB,2006,31.027601603526314,26.492617318942276,36.57087262801065,3100,2000,4500,100,70,160,0.18,0.1,0.28
SRB,2007,30.116383897001167,25.818534909861448,35.390447337555095,2800,1900,4000,100,72,150,0.2,0.11,0.31
SRB,2008,29.171058529904176,24.98607732898669,34.27689851041344,2700,1800,3700,100,74,150,0.21,0.12,0.33
SRB,2009,28.171311087988823,24.038697877026532,33.2372731053449,2500,1700,3400,100,75,150,0.23,0.13,0.35000000000000003
SRB,2010,27.127160753373094,23.01963975879407,32.01871560740382,2300,1600,3000,100,77,140,0.26,0.15,0.41000000000000003
SRB,2011,25.847763855128033,22.051963545496378,30.410156994935853,2100,1600,2800,100,78,140,0.30000000000000004,0.24,0.36
SRB,2012,24.30715431472005,20.671615975472267,28.492226271182563,1800,1400,2300,100,81,130,0.32,0.18,0.49
SRB,2013,22.72158177911207,19.344453530612753,26.700329876045945,2100,1500,2700,100,79,140,0.32,0.18,0.49
SRB,2014,21.274622022739905,18.125836772016964,25.056841297558563,1800,1400,2200,100,82,130,0.31,0.18,0.48
SRB,2015,20.133731824648894,17.04429936777015,23.73251869876117,1600,1300,2000,100,83,130,0.31,0.18,0.47000000000000003
SRB,2016,19.14501855441071,16.270818634635717,22.573783180440092,1400,1200,1700,100,85,130,0.31,0.18,0.47000000000000003
SRB,2017,18.62140100336377,15.752383420451881,22.07985076890864,1400,1100,1700,100,85,130,0.31,0.18,0.49
SRB,2018,18.731125736183248,15.800745027386665,22.20802629490046,1300,1100,1500,100,87,120,0.31,0.18,0.49
SRB,2019,19.106761058318277,16.155190351415992,22.752646609892697,1100,920,1200,100,89,120,0.31,0.18,0.49
SSD,1990,541.6021829082923,469.7652033611275,625.2929287349846,40000,21000,64000,0.54,0.33,1,0.27,0.22,0.33
SSD,1991,554.6621104068455,478.3341930122825,641.8179448665641,40000,21000,64000,41,25,77,0.33,0.27,0.39
SSD,1992,564.4872596998348,485.80488850067894,662.5290556496448,41000,22000,65000,48,30,90,0.4,0.33,0.48
SSD,1993,571.3244522237941,488.7625870760741,675.0016842371865,41000,22000,66000,91,57,170,0.48,0.39,0.58
SSD,1994,575.152492155792,491.04687047260546,683.550967067878,42000,22000,67000,56,35,100,0.58,0.47000000000000003,0.7000000000000001
SSD,1995,576.3811302796388,489.2161388760233,691.7772642709895,42000,23000,68000,34,21,63,0.7000000000000001,0.5700000000000001,0.84
SSD,1996,570.9232480613448,482.64728252515596,685.7480380866336,43000,23000,69000,47,29,88,0.8300000000000001,0.67,0.99
SSD,1997,556.9845858347866,465.14912998058196,672.3154837709222,43000,23000,69000,48,30,90,0.96,0.78,1.2000000000000002
SSD,1998,539.0664818092348,448.0267968568912,655.8567259760911,44000,24000,70000,51,32,95,1.1,0.92,1.4000000000000001
SSD,1999,521.9357593295855,430.4175218121173,638.6615532585372,44000,24000,71000,61,38,110,1.3,1.1,1.6
SSD,2000,510.0162075855799,417.4273016920445,626.3384657610576,48000,9000,119000,52,21,270,4.1000000000000005,1.2000000000000002,8.6
SSD,2001,502.37212768098664,412.36869189637235,616.7166244822942,46000,10000,110000,52,22,240,3.5,1.1,7.300000000000001
SSD,2002,495.32865564562076,407.5483795006358,606.8918115599489,48000,10000,112000,52,22,240,3.1,1,6.4
SSD,2003,488.7246554221864,404.611459975967,597.6779499978492,49000,11000,114000,52,22,230,2.9000000000000004,0.98,5.800000000000001
SSD,2004,482.4095503878309,398.783821072468,590.4789679701491,51000,11000,123000,52,22,250,2.8000000000000003,0.98,5.5
SSD,2005,476.19119740449344,392.67699335653396,588.7527971142423,53000,11000,129000,52,21,250,2.8000000000000003,1,5.5
SSD,2006,467.7154239087562,386.43638478635614,575.7608973258721,56000,11000,138000,52,21,270,10,8.200000000000001,12
SSD,2007,456.40438068048655,376.10808948935767,559.0751866676012,57000,11000,138000,51,21,260,10,8.200000000000001,12
SSD,2008,444.7070570613482,365.4850123449379,544.448223455579,48000,14000,100000,51,24,170,3,1.1,5.800000000000001
SSD,2009,434.9929809722657,357.0712236712269,535.4823814825486,51000,14000,111000,51,23,180,3.1,1.1,6
SSD,2010,429.6587374766517,350.7953806562992,529.9541433507138,52000,15000,110000,51,24,170,3.2,1.2000000000000002,6.1000000000000005
SSD,2011,429.3293677786328,352.59974701687537,526.8770089145852,23000,15000,33000,31,22,48,15,7.5,24
SSD,2012,431.97248193416607,356.2327758339083,528.9827463623478,24000,16000,35000,35,24,53,31,15,51
SSD,2013,435.54867070373695,357.7263848940278,535.5537787638224,25000,16000,36000,25,18,39,15,14,16
SSD,2014,437.95765419876574,358.65632636387875,541.7700139317537,25000,16000,36000,33,23,51,13,12,13
SSD,2015,437.89285988071975,357.6715368324222,542.4691454694408,25000,16000,36000,38,27,59,12,11,12
SSD,2016,428.6400800450787,354.93568482284337,530.1012416715265,25000,16000,36000,43,30,66,12,12,13
SSD,2017,417.53568902466117,342.7046619584733,520.0044079369294,24000,16000,35000,42,30,65,12,12,13
SSD,2018,409.0463826387577,336.2487401223405,506.19549524825874,24000,15000,34000,62,43,96,12,12,13
SSD,2019,397.6804666023377,322.07028425684433,496.71336358343336,24000,15000,34000,69,48,110,12,11,12
STP,1990,254.87689200632693,221.4238157293382,294.50527562339664,150,130,180,11,9.3,13,0.41000000000000003,0.33,0.51
STP,1991,250.7076923317422,217.5017619468756,291.8405896894711,150,130,180,78,68,90,1,0.8,1.2000000000000002
STP,1992,246.81486848865453,213.31316237223913,288.87821709632436,150,140,170,NA,NA,NA,1.3,1.1,1.6
STP,1993,243.33160991420385,208.91083515809507,286.52905395430554,150,140,170,63,57,69,1.5,1.2000000000000002,1.9000000000000001
STP,1994,240.39947660568268,205.9238545794656,285.3185098473364,160,140,170,26,24,28,1.6,1.3,2
STP,1995,238.14191383640747,202.53509096149185,284.7847403272816,160,140,170,NA,NA,NA,1.7000000000000002,1.3,2
STP,1996,236.44241386543231,201.80346494183775,282.4020660096186,160,150,170,NA,NA,NA,1.7000000000000002,1.4000000000000001,2.1
STP,1997,235.14124200267008,200.12010769263597,281.5119116355774,160,150,170,NA,NA,NA,1.8,1.5,2.2
STP,1998,234.0625529321192,199.5846883733029,281.61494303566406,160,140,170,68,63,73,1.9000000000000001,1.5,2.3000000000000003
STP,1999,233.0866882588765,197.61776949640404,280.9660844002848,160,140,170,62,57,67,2,1.6,2.5
STP,2000,232.04910438126277,195.5033478524124,280.1496827902736,170,64,330,57,29,150,25,11,42
STP,2001,230.12329405978863,194.06690843004327,277.98978449276876,170,66,330,57,30,150,20,8.6,35
STP,2002,227.26153808566806,191.393131500727,275.2891236324665,170,68,310,56,30,140,17,7,30
